term,likelihood_ratio
software engineer,2.97948826875
senior software,2.63238661853
software engineering,2.54881315573
about software,2.47632734619
at google,2.40188847878
location san,2.3973487771
distributed systems,2.39723035125
experience software,2.39404736152
san francisco,2.38914952113
software development,2.35844392962
bay area,2.29578892646
francisco bay,2.28339899138
google click,2.18335682753
name google,2.17613957871
on rails,2.14250999989
staff software,2.14181361175
google dates,2.13597793283
ruby on,2.13587282628
development engineer,2.10781038747
for software,2.09510616351
open source,1.91641605941
at microsoft,1.90140368358
javascript see,1.88295048312
skills software,1.882183777
for javascript,1.87569460972
software developer,1.87311476097
engineer company,1.85732192071
ca see,1.83291624213
javascript endorsed,1.79667587652
mountain view,1.79364879825
web development,1.79265882428
engineer google,1.79152304983
web applications,1.78374828137
location mountain,1.73592780383
a software,1.73592780383
principal software,1.71170996936
study computer,1.71040602742
at facebook,1.69945282146
java endorsed,1.68935890678
engineer at,1.68118705848
engineering manager,1.67965140814
development endorsed,1.67481867393
area software,1.66927746964
computer science,1.66883446695
technical lead,1.65398034019
engineering intern,1.64630577828
lead software,1.63303191357
seattle area,1.63298629788
for ruby,1.61871425698
google google,1.61777633477
greater seattle,1.61777633477
name microsoft,1.6068246903
web services,1.60219959384
at uber,1.59188638585
microsoft click,1.58035516195
python endorsed,1.57588790696
skills javascript,1.57470378336
microsoft dates,1.56001988127
google software,1.54546937939
java see,1.54311955881
hackbright academy,1.52573945361
for java,1.52527619575
development see,1.51827794389
web developer,1.51824107574
software foundation,1.5053785255
of waterloo,1.49211334132
name facebook,1.487706432
facebook dates,1.487706432
francisco california,1.487706432
mobile applications,1.48435022489
the same,1.48191406636
name amazon,1.47182564678
work with,1.46311396635
electronic arts,1.46261507589
for distributed,1.46083585371
view ca,1.45440488545
python see,1.45408960579
same group,1.45341209343
for python,1.44501658942
endorsements software,1.44261759184
apache software,1.44013013939
at amazon,1.44013013939
at linkedin,1.44013013939
developer company,1.43943962254
of software,1.43274678103
science dates,1.42224869157
followers google,1.4181308725
at twitter,1.41684860304
red hat,1.41684860304
agile methodologies,1.40818973717
to work,1.40684063105
worked with,1.39558788637
university san,1.393194986
the apache,1.39271930926
twitter dates,1.39271930926
pulse 1533735,1.39271930926
amazon dates,1.38182031492
more recommendations,1.37281038103
name twitter,1.36768620974
amazon web,1.36768620974
for web,1.36458420063
