term,likelihood_ratio
fannie,2.57658940208
mae,2.56694682727
moodys,2.36589653672
risk,2.29703852622
financial,2.28074977767
scotiabank,2.12257862822
analytics,2.04538113184
toronto,2.0368508184
algorithmics,2.00511657375
numerix,1.87527062086
belfast,1.87169158022
credit,1.86132527747
modeling,1.86040944737
model,1.84237060685
pricing,1.82641869087
sp,1.82217750753
sas,1.81160470972
markit,1.80503688769
valuation,1.8024208803
rbc,1.79053689557
metro,1.77590820181
bloomberg,1.76876702984
dc,1.73209133137
bmo,1.71968664878
finance,1.70068197166
cfa,1.70059104323
calypso,1.69866161623
canada,1.67111763824
fincad,1.66868665017
first,1.65774491248
queens,1.65378069649
frm,1.64090164915
iq,1.62897740679
moody’s,1.61158116017
mathematical,1.6100904385
derivatives,1.5910035239
deloitte,1.58805011272
cibc,1.58691254273
carlo,1.58506898016
lp,1.58329153121
td,1.57481133198
factset,1.57363663512
r2,1.56204866214
validation,1.54136951764
vba,1.5411113162
ibm,1.53786465247
structured,1.52990439728
models,1.52874947453
mcmaster,1.52515842861
monte,1.52323877813
analysis,1.5219612989
manulife,1.492833887
analyst,1.49253938063
china,1.48072765002
income,1.45359204003
basel,1.45335512104
investors,1.44115854109
laval,1.43036131443
fixed,1.42541955628
washington,1.42173928825
corporate,1.41657208762
management,1.39305697983
accounting,1.38279109893
counterparty,1.37847582129
liquidity,1.37132502939
banking,1.36798414
pension,1.36373461395
excel,1.35631412267
derivative,1.33791548703
mathematics,1.33631167736
ireland,1.32942489524
rate,1.32908556484
global,1.32739198416
ontario,1.30582339621
schulich,1.30112957454
mortgage,1.29017151467
default,1.28505997681
asset,1.26401010659
stress,1.25685545665
chinese,1.24986244397
canadian,1.24595727331
interest,1.24282705478
matlab,1.24248168855
shanghai,1.24225133372
cork,1.23567794823
d1g1t,1.23567794823
chartered,1.23490355781
associate,1.23142908588
•,1.21946911792
structuring,1.21306171272
prmia,1.21171736572
portfolio,1.20255784763
loss,1.20079143911
institutions,1.19938099813
dublin,1.19603262177
msc,1.19324111061
modelling,1.19034085934
york,1.18823777389
ulster,1.18776624657
stochastic,1.18558210136
masters,1.17322233872
multifamily,1.17276889276
li,1.17005320187
murex,1.16800321331
actuarial,1.16681055152
office,1.1651480681
reporting,1.16510037869
ihs,1.16234243404
citi,1.1623022747
consultant,1.16085534968
market,1.15997263265
advanced,1.1564493189
economics,1.15580512294
service,1.15240418618
rotman,1.14831239793
audit,1.14823791675
grade,1.13994407193
master,1.13479501689
garp,1.13431329997
maryland,1.13164945718
degree,1.13141744746
ii,1.13011364732
hull,1.12903072868
data,1.12881746752
bank,1.1258792267
forecast,1.11948245161
business,1.11811253357
teamwork,1.11774076898
certifications,1.1143350593
sql,1.1141743443
assistant,1.11218530321
johannesburg,1.11201216653
regulatory,1.11191173471
allowance,1.10818237058
newry,1.10818237058
janice,1.10818237058
securities,1.09927988303
investment,1.09518043014
law,1.09179785403
rutgers,1.08918711302
school,1.08883362323
numerical,1.08025082436
iii,1.07914344359
university,1.07483642536
applied,1.07212877551
engineer,1.06360034058
study,1.0594075817
boston,1.05828497283
skill,1.05612799179
markets,1.05534794827
antonie,1.04899855822
new,1.0477761356
field,1.04413365708
solvency,1.04244474013
co,1.04075589594
natixis,1.04009795043
languages,1.04009694742
life,1.03623215721
of,1.03531932713
expected,1.03086168529
graduation,1.03080014334
var,1.02863791343
attended,1.02654033963
econometrics,1.02388495477
statistics,1.02305257615
societe,1.02095738158
generale,1.02095738158
instruments,1.01962925991
quantitative,1.01880268211
hec,1.01701750244
services,1.01627096849
sr,1.01606397316
scotia,1.0145087745
mbs,1.01304778363
city,1.00954942542
name,1.00780519403
beijing,1.00501959094
endorsements,0.9999940054
phd,0.999075747434
montréal,0.998403204734
sgcib,0.995134320379
–,0.994549537852
dates,0.993661891227
english,0.993174123552
r,0.990517312834
2015,0.990004941977
for,0.989960926589
or,0.989664974833
simulation,0.989204461739
manager,0.98667718812
measurement,0.986358460138
given,0.985504317248
montreal,0.985475237806
student,0.984636793942
edinburgh,0.983055058398
balyasny,0.982340426979
valuations,0.982340426979
scenario,0.982340426979
exotic,0.979896760016
africa,0.979896760016
2016,0.978704396511
and,0.977631486854
expand,0.977594621942
zhang,0.976007798588
section,0.975132046368
analytical,0.972169029558
see,0.971461385784
methods,0.969148811846
2,0.968157101894
connections,0.967876378045
regulation,0.966080380573
followers,0.964350417036
loan,0.963903268763
skills,0.963074356468
fraser,0.962073925387
